PROGRAM_NAME	PROGRAM_URL	CATALOG_NAME	LAST_UPDATED	ID	TITLE	DESCRIPTION	LINK	IMPRESSION_URL	IMAGE_LINK	MOBILE_LINK	ADDITIONAL_IMAGE_LINK	AVAILABILITY	AVAILABILITY_DATE	EXPIRATION_DATE	PRICE	SALE_PRICE	SALE_PRICE_EFFECTIVE_DATE	UNIT_PRICING_MEASURE	UNIT_PRICING_BASE_MEASURE	INSTALLMENT	LOYALTY_POINTS	GOOGLE_PRODUCT_CATEGORY	GOOGLE_PRODUCT_CATEGORY_NAME	PRODUCT_TYPE	BRAND	GTIN	MPN	IDENTIFIER_EXISTS	CONDITION	ADULT	MULTIPACK	IS_BUNDLE	ENERGY_EFFICIENCY_CLASS	AGE_GROUP	COLOR	GENDER	MATERIAL	PATTERN	SIZE	SIZE_TYPE	SIZE_SYSTEM	ITEM_GROUP_ID	CUSTOM_LABEL_0	CUSTOM_LABEL_1	CUSTOM_LABEL_2	CUSTOM_LABEL_3	CUSTOM_LABEL_4	PROMOTION_ID	SHIPPING_LABEL	SHIPPING_WEIGHT	SHIPPING_LENGTH	SHIPPING_WIDTH	SHIPPING_HEIGHT	MINHANDLINGTIME	MAXHANDLINGTIME	PRODUCT_LENGTH	PRODUCT_WIDTH	PRODUCT_HEIGHT	PRODUCT_WEIGHT	PRODUCT_HIGHLIGHT	ADS_REDIRECT	SHOPPING_ADS_EXCLUDED_COUNTRY	SHIPS_FROM_COUNTRY	TRANSIT_TIME_LABEL	COST_OF_GOODS_SOLD	SHIPPING(COUNTRY:REGION:SERVICE:PRICE)	SHIPPING(MIN_HANDLING_TIME)	SHIPPING(MAX_HANDLING_TIME)	SHIPPING(MIN_TRANSIT_TIME)	SHIPPING(MAX_TRANSIT_TIME)	SHIPPING(COUNTRY:POSTAL_CODE:SERVICE:PRICE)	SHIPPING(COUNTRY:LOCATION_ID:SERVICE:PRICE)	SHIPPING(COUNTRY:LOCATION_GROUP_NAME:SERVICE:PRICE)	TAX(RATE:COUNTRY:TAX_SHIP:REGION)	TAX(RATE:COUNTRY:TAX_SHIP:POSTAL_CODE)	TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_ID)	TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_GROUP_NAME)	SUBSCRIPTION_COST(PERIOD)	SUBSCRIPTION_COST(PERIOD_LENGTH)	SUBSCRIPTION_COST(AMOUNT)	PRODUCT_DETAIL(SECTION_NAME)	PRODUCT_DETAIL(ATTRIBUTE_NAME)	PRODUCT_DETAIL(ATTRIBUTE_VALUE)
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905508031	The Hidden Snowboard		the-hidden-snowboard		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_c8ff0b5d-c712-429a-be00-b29bd55cbc9d.jpg?v=1741284279			in stock			74995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905540799	Selling Plans Ski Wax		selling-plans-ski-wax		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/snowboard_wax.png?v=1741284280			in stock			995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905573567	The Collection Snowboard: Oxygen		the-collection-snowboard-oxygen		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_d624f226-0a89-4fe1-b333-0d1548b43c06.jpg?v=1741284280			in stock			102500.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905606335	The Multi-location Snowboard		the-multi-location-snowboard		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_0a4e9096-021a-4c1e-8750-24b233166a12.jpg?v=1741284280			in stock			72995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905639103	The Multi-managed Snowboard		the-multi-managed-snowboard		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_9129b69a-0c7b-4f66-b6cf-c4222f18028a.jpg?v=1741284280			in stock			62995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905671871	The 3p Fulfilled Snowboard		the-3p-fulfilled-snowboard		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1741284280			in stock			262995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078905704639	The Collection Snowboard: Liquid		the-collection-snowboard-liquid		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/Main_b13ad453-477c-4ed1-9b43-81f3345adfd6.jpg?v=1741284280			in stock			74995.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078916845759	1792 225th Anniversary Kentucky Straight Bourbon Whiskey	The 1792 225th Anniversary Kentucky Straight Bourbon Whiskey is a special limited-edition release crafted to commemorate the 225th anniversary of Kentucky's statehood. Produced by the esteemed Barton 1792 Distillery in Bardstown, Kentucky, this bourbon embodies the rich heritage and time-honored traditions of Kentucky bourbon-making. Bottled at an emblematic 92.15 proof—symbolizing the year 1792 when Kentucky became the 15th state—this high rye bourbon offers a unique and complex flavor profile. Its carefully selected mashbill and meticulous aging process result in a bold and refined spirit, making it a must-have for bourbon enthusiasts and collectors alike.	1792-225th-anniversary-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1e4b80ce86a3b16bce33f3b067e6fbe18594b5f1.jpg?v=1741287085			in stock			35000.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078916878527	1792 Aged 12 Years Kentucky Straight Bourbon Whiskey	1792 Aged 12 Years Kentucky Straight Bourbon Whiskey is a distinguished expression from the Barton 1792 Distillery in the heart of Kentucky. This bourbon, aged 12 years, represents the pinnacle of patience and craftsmanship. Bottled at 96.6 proof, it offers a rich and complex flavor profile that reflects its extended aging. The long maturation period allows the bourbon to develop deep, layered flavors that are both bold and smooth. 1792 Aged 12 Years is a superb choice for bourbon enthusiasts seeking a premium, well-aged spirit that delivers a memorable and refined drinking experience. This expression joins previous High Rye, Sweet Wheat, Port Finish, Single Barrel, and Full Proof Bourbons releases.	1792-aged-12-years-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/4dfbfa2fce122f9ecd68b7d90cdba05483e9dfc8.jpg?v=1741287090			in stock			12000.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078916911295	1792 Bottled-in-Bond Kentucky Straight Bourbon Whiskey	In 1897, the Bottled-in-Bond Act revolutionized the quality of American whiskey. Carrying on that tradition, this well-aged bourbon from barrels all filled during the same season was bottled at exactly 100 proof for a bold taste and lingering finish - a testament to the Bottled-in-Bond Act established over a century ago.	1792-bottled-in-bond-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/102a9a920ba32e2299b8148fade1ad1f5d0244ff.jpg?v=1741287094			in stock			6900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078916944063	1792 Full Proof  “Party Like It's 1792” Single Barrel Kentucky Straight Bourbon The Prime Barrel Pick #18	1792 Full Proof Bourbon is a cask strength bourbon from Sazerac, the same company that owns Buffalo Trace. While Buffalo Trace's primary cask strength bourbon, Stagg Jr, is related to 1792 Full Proof, they are quite different. But just like Buffalo Trace, though, 1792 also does several single barrel selections, primarily of 1792 Single Barrel and 1792 Full Proof. We did a 1792 Single Barrel pick a couple of years ago for a retail partner, which was very successful. That left us wanting to do more, so we jumped on it when the opportunity presented to select a barrel of 1792 Full Proof barrel. We like the batched 1792 Full Proof Bourbon. It has won multiple awards, including the 2020 World Whisky of the Year by Jim Murray. However, single barrels always have a life of their own, often bringing different traits to the table as part of their nature. Just like the standard 1792 Full Proof Bourbon, this barrel is fantastic. It comes in at 125 Proof with quite a bit of an angel's share. Tasting notes are as follows: Nose: Banana Foster, creme brûlée, dried orange peel, and cracked vanilla bean Palate: Dense, chewy, and smokey with notes of banana custard and vanilla wafers Finish: Long finish with lingering notes of orange meringue, banana, and black peppercorns. Overall, it's an improvement over the already enjoyable standard Full Proof release. 1792 Bourbon was initially introduced into the market by Barton as "Ridgewood Reserve 1792". The Brown-Forman Corporation sued Barton for trademark infringement, arguing that the similar name and bottle design of Ridgewood Reserve could potentially create consumer confusion with Brown-Foreman's older Woodford Reserve brand. A federal judge ruled in favor of Brown-Forman in 2004, and Barton changed the product's name to "1792 Ridgemont Reserve" to comply with the ruling. Later, the company dropped the "Ridgemont Reserve" from the title, making it just "1792 Bourbon". Our sticker plays on this historical nugget, and the "Artist Formerly Known As" theme was born. This barrel will be supporting is New York Foundation for the Arts (NYFA). Prince was an ultimate artist, so the selection was very apropos. Celebrated artists, including director Julie Taymor, composer Eliott Goldenthal, and architect Ricardo Scofidio, all have the NYFA to thank, at least in part, for their success. Founded in 1971, the group provided nascent New York artists in sixteen disciplines, from literature to the performing arts, with financial backing and publicity. Donations help provide services and fellowships to more than 150 New York artists.	1792-full-proof-party-like-its-1792-single-barrel-kentucky-straight-bourbon-the-prime-barrel-pick-18		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1792_108f2e23-7aa7-4044-af00-a8ccb917f74c.jpg?v=1741287099			in stock			5900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078916976831	1792 Full Proof "Proof It Like It's Hot" Single Barrel Kentucky Straight Bourbon The Prime Barrel Pick #71	The Prime Barrel whiskey club is thrilled to unveil the newest gem in our series of 1792 Full Proof Bourbon single barrel selections. Our musical journey with whiskey has taken us from the Prince-themed "Party like it's 1792" to the Bowie-inspired "Savage Lure". And now, we groove with the beats of hip-hop maestro Snoop Dogg in our "Proof it Like It's Hot" selection. Diving into the essence of our chosen bourbon: 1792 Full Proof Bourbon, an 8-year-old masterpiece, reigns as a cask strength offering from the legendary Sazerac, the genius behind Buffalo Trace. In the world of bourbons, age is more than just a number. An 8-year age bourbon, especially from a revered Kentucky distillery, at full proof and this price point, is a rarity. It's a testament to both its lineage and the unparalleled experience it promises. While the acclaimed 1792 Full Proof Bourbon, having earned titles like the 2020 World Whisky of the Year by Jim Murray, has a story of its own, our single barrels narrate unique tales. Each barrel harmoniously melds familiar flavors with refreshing novelties, offering an expression rooted in tradition and audaciously novel. Our "Proof it Like It's Hot" selection doesn't just uphold our legacy—it adds a rich layer to it. Gracing your palate at 125 Proof, anticipate a dance of deeply resonating flavors. Dipping into a bit of bourbon history: 1792 Bourbon has witnessed a fascinating metamorphosis of names, from "Ridgewood Reserve 1792" to "1792 Ridgemont Reserve", eventually settling on "1792 Bourbon". Our sticker, echoing the "Artist Formerly Known As" tale, playfully acknowledges this historical evolution Barrel Info: Barrel 15-D-02-V3817.21-8766 Date Filled 4/02/15 Entry Gallons 53 Entry Proof 125 Warehouse V Floor 8 Rick 7 Date Selected 12/14/22 Date Bottled 4/18/23 Age 8 years Char Level 4 Stave Seasoning 6 months Recipe Rye Mash Bourbon Barrel Type American Oak Cooperage Independence Stave For the selection name, we went for "Proof It Like It's Hot", a fun twist on Snoop Dogg's "Drop It Like It's Hot," hinting at the whiskey's standout quality and warmth	1792-full-proof-proof-it-like-its-hot-single-barrel-kentucky-straight-bourbon-the-prime-barrel-pick-71		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1792_PB__White-BG_2483x2483_98441e58-d7d4-41bb-90c8-baa37e805bc0.jpg?v=1741287105			in stock			5900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917009599	1792 Full Proof Kentucky Straight Bourbon Whiskey	Bourbon insiders have long acknowledged that full proof bourbon has a distinctively rich flavor. This bourbon underwent a distinct filtering process, forgoing the typical chill filtration, and only passing through a plate and frame filter. This allowed the bourbon to maintain a robust proof for bottling, as well as a full rich and bold flavor. Bottled at its original 125 barrel entry proof, just as it was years ago when the barrels were first filled, 1792 Full Proof Bourbon is exceptionally distinct.	1792-full-proof-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1792.jpg?v=1741287110			in stock			8900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917042367	1792 Full Proof “Savage Lure” Single Barrel Kentucky Straight Bourbon The Prime Barrel Pick #21	1792 Full Proof Bourbon is a cask strength bourbon from Sazerac, the same company that owns Buffalo Trace. While Buffalo Trace's primary cask strength bourbon, Stagg Jr, is related to 1792 Full Proof, they are quite different. But just like Buffalo Trace, though, 1792 also does several single barrel selections, primarily of 1792 Single Barrel and 1792 Full Proof. We did two separate 1792 Single Barrel picks in 2022. The first one sold out in a matter of hours and left a lot of folks disappointed that they missed it. So it was very fortunate that we picked two, of which this is the second barrel. We always liked the batched 1792 Full Proof Bourbon. It has won multiple awards, including the 2020 World Whisky of the Year by Jim Murray. However, single barrels always have a life of their own, often bringing different traits to the table as part of their nature. Just like our first 1792 Full Proof Bourbon selection, this barrel is fantastic. It also comes in at 125 Proof, tasting notes are as follows: Nose: baked cherries, cinnamon, crushed almonds, Darjeeling tea, Cara Cara oranges Palate: oranges, cherries, Darjeeling tea, leather, tobacco Finish: dark chocolate, almond skin, cherries The sticker theme of this bottle continues our tribute to the rock stars that also played a huge role in the world of charity. Our first 1792 bottle carried the Prince theme, while this selection is a tribute to David Bowie. David Bowie was unique among famous figures. Not only was he a superstar in the music world, but he was also a superstar in the world of helping the hungry, sick, and poor. He took part in many charity activities, including Every Mother Counts, which is the charity this selection will be supporting. Every Mother Counts is devoted to making pregnancy and birth safe for every woman. Bowie donated a song to their cause, which raises money to help maternal and childcare programs all over the world, and we will donate $5 from each bottle sold to the charity.	1792-full-proof-savage-lure-single-barrel-kentucky-straight-bourbon-the-prime-barrel-pick-21		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1792-1.jpg?v=1741287115			in stock			5900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917107903	1792 High Rye Kentucky Straight Bourbon Whiskey	Bourbon by law must be made using a mash bill of at least 51% corn. Traditionally, bourbons use rye as the secondary grain in the mash bill. This signature recipe for 1792 High Rye Bourbon uses a much higher percentage of rye as the secondary grain than most bourbons do, creating a robust and full flavor.	1792-high-rye-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/487724583eaadd163d6f07ae3162cac2f472498f.jpg?v=1741287120			in stock			29900.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917140671	1792 Port Finish Kentucky Straight Bourbon Whiskey	1792 Port Finish Kentucky Straight Bourbon Whiskey is a testament to the innovative spirit of the historic Barton 1792 Distillery. Located in the heart of bourbon country, this particular expression marries the classic richness of Kentucky straight bourbon with the deep, fruity notes of fine port wine. Aged in traditional charred oak barrels and finished in port casks, this bourbon offers a harmonious fusion of flavors that both bourbon and wine aficionados will appreciate. 1792 Port Finish Kentucky Straight Bourbon Whiskey is a unique and flavorful bourbon whiskey that is aged for a minimum of 6 years in new, charred American oak barrels and then finished in Port wine casks. This gives the whiskey a rich and complex flavor profile with notes of vanilla, caramel, oak, spice, and fruit.	1792-port-finish-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1792-port-finish-kentucky-straight-bourbon-whiskey-1_1400x_b58f9b10-ae5b-47fc-9bb9-7278e07a9f3a.jpg?v=1741287125			in stock			97500.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917206207	1792 Single Barrel Kentucky Straight Bourbon Whiskey	In order to create this unique bourbon, the finest barrels are selected and tasted from the best aging warehouses. Only those barrels deemed "exceptional" are then bottled individually, one by one. This preserves the distinct character of each barrel.	1792-single-barrel-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/392bb48c72ef5c0c6a4616b588f7236a87d7b0cd.jpg?v=1741287129			in stock			6000.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917238975	1792 Small Batch Kentucky Straight Bourbon Whiskey	Named in honor of the year Kentucky joined the United States, 1792 small batch bourbon is made from a marriage of a few select barrels carefully chosen by our Master Distiller. This refined bourbon elevates Kentucky distilling to exceptional new heights. Celebrated by whiskey connoisseurs worldwide, the subtleties of 1792 make it incomparably brash and bold, yet smooth and balanced. Nose is full of cinnamon, caramel and clove. Oily mouth feel is the perfect compliment to the front of tongue burn with pepper, cinnamon and spiced tea coming though a little bit of oak. Finish is between a medium and long with all of those fall spices still coming through nicely.	1792-small-batch-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/f2f2500946dfec82df67ffe5f801bf66e062da93.jpg?v=1741287134			in stock			3400.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917271743	1792 Sweet Wheat Kentucky Straight Bourbon Whiskey	Crafted with sweet and delicate wheat instead of the more traditional rye, this bourbon is quite distinctive from most. The soft wheat delivers a subtle and smooth taste with gentle layers of flavor. Each sip expresses a harmony of sweetness and dryness.	1792-sweet-wheat-kentucky-straight-bourbon-whiskey		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/d02eb9006dd9d8362b6613bd5f5f0209e0bea8e1.jpg?v=1741287139			in stock			7400.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917304511	1800 Tequila Essential Artist Series 6	Having teamed up with everyone from Supreme and CLOT to Reebok and Neff in recent months, Jean-Michel Basquiat‘s estate now turns its attention to 1800 Tequila for the latest installment of 1800′s “Essential Artists” – a series that’s already included contributions from nearly 30 different artists over five separate collections. Now, for its sixth series, 1800 will highlight six different works from the iconic neo-expressionist polymath. When it comes to art, the legendary, Jean-Michel Basquiat is definitely one of the top tier artists. Today Basquiat is back, this time gracing the bottles of 1800’s latest ‘Essential Artists’ series. The new collection boasts a wide array of new bottles from 1800 Tequila which includes some stunning artwork from the estate of Jean-Michel, showcasing once again the genius’ abilities and unique talents. The Basquiat collection will come with six different works each one different and iconic in its own way.	1800-tequila-essential-artist-series-6		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/1800-tequila-essential-artist-series-6.jpg?v=1741287144			in stock			5000.0													FALSE	new	FALSE						NONE			NONE																																												
xteal-sandbox-store	https://xteal-sandbox-store.myshopify.com	XTAL-DEMO	2025-03-24T22:36:20.477Z	gid://shopify/Product/8078917337279	1800 Tequila Essential Artist Series 7	Expanding on existing Essential Artist Bottle Series – which, from the brand itself, gives artists an opportunity “to take their designs and techniques beyond traditional mediums – 1800 Tequila has partnered with the Keith Haring Foundation to create a limited-edition line of collaborative bottles. The collaboration follows up last year’s release that bore Jean-Michel Basquiat’s artwork, and gives a new platform to Haring’s revered socio-political work. Six of Haring’s most iconic works will adorn a limited selection of bottles around the country. As for the tequila itself, 1800 ensured that the brand’s recipe remained pure and potent, using 100% premium blue agave and double-distilling the final product for supreme taste. We are now taking pre-orders for mid-July's delivery.	1800-tequila-essential-artist-series-7		https://cdn.shopify.com/s/files/1/0682/5364/7039/files/3b1e1b0faa6a58ad603b13ddbc81cc9a43eda8d4_6b15f892-7652-4ddd-aed4-f2a4a547673e.jpg?v=1741287148			in stock			3500.0													FALSE	new	FALSE						NONE			NONE																																												
